state,stateno,year,y1960_2010,prez_election_year,weird5,weird5b,Biennium,Biennium_b,biennium_first_year,biennium_second_year,y1961to2010,y1961to2006,govname1,govname1_sour,govname1_date,govname2,govname2_sour,govname2_date,govname2_notes,gub_election,gub_election_regime,gov_midyear_change_date,gov_midyear_change_month,gov_midyear_change_day,gov_midyear_change_ordinal_day,gov_midyear_change_a,Budget_Pass2011_04_20,when_leg_met2011_04_13,gov_midyear_change_b,gov_midyear_change_b_note,new_gov_b,past_gov,past_gov_note,gov_midyear_change_c,gov_midyear_change_c_note,new_gov_c,new_gov_d,fracleg_old_variable,fracleg_note_old_variable,years_served,budgets_overseen,years_served_budgets_overseen_notes,term_length,years_left_in_term,limit_exists,limit_type,term_limit_length_uncertainty,years_left_before_limit,years_left_before_limit_note,years_left_before_limit_uncertainty,Lame_Duck_Last_Term,Lame_Duck_Last_Year,Lame_Duck_Last_2nd_To_Last_Year,Lame_Duck_Notes,femgov,femgov_notes,stateleg,stateleg_source,congmem,congmem_sour,stateleg_congmem_notes,legexper,party_midyear_change,party_midyear_change_direction,govparty_a,party_midbiennium_change,party_midbiennium_change_direction,party_midbiennium_change_note,govparty_b,govparty_b_2,state_midterm_penalty,govparty_c,govparty_c_note,gov_non_maj_pty,gub_party_change,gov_pty_change_since_last_budget_a,gov_pty_change_since_last_budget_b,years_since_other_party,open_bcs_term_limit,y1937_to_2010
South Dakota,41,2000,1,1,0,0,1999,1999,0,1,1,1,"Janklow, William J.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,William J. Janklow-R,,,,0,2002,,,,,,1,,0,,0,0,,,,0,0,,,13,13,,4,2,1,2,0,2,,,1,0,0,,0,,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,0,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-21,0,1
South Dakota,41,2001,1,0,0,0,2001,2001,1,0,1,1,"Janklow, William J.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,William J. Janklow-R,,,,0,2002,,,,,,1,,0,,0,0,,,,0,0,,,14,14,,4,1,1,2,0,1,,,1,0,1,,0,,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,0,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-22,0,1
South Dakota,41,2002,1,0,0,0,2001,2001,0,1,1,1,"Janklow, William J.","NGA web site indicates that governor X served out their term (accessed March 26th, 2005).  BOS 2002, 145; date of first service was 1/79.  Present term ends 1/03.",,William J. Janklow-R,,,"NGA web site indicates that governor X served out their term (accessed March 26th, 2005).  BOS 2002, 145; date of first service was 1/79.  Present term ends 1/03.",1,2002,,,,,,1,,0,,0,0,,,,0,0,,,15,15,,4,0,1,2,0,0,,,1,1,0,,0,,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,0,0,,0.00,0,,,0,-1,0,0,,0,0,0,0,-23,-1,1
South Dakota,41,2003,1,0,0,0,2003,2003,1,0,1,1,"Rounds, Mike","BOS 2003, 183; says served since 1/03.  Present term ends 1/07.",,Mike Rounds-R,,,"BOS 2003, 183; says served since 1/03.  Present term ends 1/07.",0,2006,,,,,,1,,0,,1,0,,,,1,1,,,0,0,,4,3,1,2,0,7,,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-24,0,1
South Dakota,41,2004,1,1,0,0,2003,2003,0,1,1,1,"Rounds, Mike","Still governor on March 26th, 2005, according to the Web site of the National Governor's Association.",,Mike Rounds-R,,,"Still governor on March 26th, 2005, according to the Web site of the National Governor's Association.",0,2006,,,,,,1,,0,,0,0,,,,0,0,,,1,1,,4,2,1,2,0,6,,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-25,0,1
South Dakota,41,2005,1,0,0,0,2005,2005,1,0,1,1,"Rounds, Mike",BOS 2005,Dec-04,rounds,2005 Sup #1 to the BOS,Jan-05,,0,2006,,,,,,1,,0,,0,0,,,,0,0,,,2,2,,,,1,2,0,5,,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-26,0,1
South Dakota,41,2006,1,0,0,0,2005,2005,0,1,1,1,"Rounds, Mike",BOS 2006,Jan-06,,,,,1,2006,,,,,,1,,0,,0,0,,,,0,0,,,3,3,,,,1,2,0,4,,,0,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,0,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,0.00,0,,,0,-1,0,0,,0,0,0,0,-27,0,1
South Dakota,41,2007,1,0,0,0,2007,2007,1,0,1,,"Rounds, Mike",BOS 2007,Dec-06,,,,,0,2010,,,,,,1,,0,,0,0,,,,0,0,,,4,4,,,,1,2,0,3,,,1,0,0,,,,,,,,,,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-28,0,1
South Dakota,41,2008,1,1,0,0,2007,2007,0,1,1,,"Rounds, Mike",BOS 2008,Mar-08,,,,,0,2010,,,,,,1,,0,,0,0,,,,0,0,,,5,5,,,,1,2,0,2,,,1,0,0,,,,,,,,,,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-29,0,1
South Dakota,41,2009,1,0,0,0,2009,2009,1,0,1,,"Rounds, Mike",BOS 2009,,,,,,0,2010,,,,,,1,,0,,0,0,,,,0,0,,,6,6,,,,1,2,0,1,,,1,0,1,,,,,,,,,,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-30,0,1
South Dakota,41,2010,1,0,0,0,2009,2009,0,1,1,,"Rounds, Mike","Directory I, 2010",Jan-10,,,,,1,2010,,,,,,1,,0,,0,0,,,,0,0,,,7,7,,,,1,2,0,0,,,1,1,0,,,,,,,,,,0,,0.00,0,,,0,-1,0,0,,0,0,0,0,-31,-1,1
South Dakota,41,2011,0,0,0,0,2011,2011,1,0,,,"Daugaard, Dennis","NGA Web site, accessed July 6, 2011",,,,,won 2010 election,0,2014,,,,,,,,,,1,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,0.00,0,,,0,-1,-1,0,,0,0,,,,,
South Dakota,41,2012,0,1,0,0,2011,2011,0,1,,,,,,,,,,0,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
South Dakota,41,2013,0,0,0,0,2013,2013,1,0,,,,,,,,,,0,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,41,2014,0,0,0,0,2013,2013,0,1,,,,,,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,41,2015,0,0,0,0,2015,2015,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,41,2016,0,1,0,0,2015,2015,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1925,0,0,0,0,1925,1925,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If you assume a one term term limit, then some of the governors wouldn't have been eligible.  I'm assuming the one-term term limit came about when the term length switched.",,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1926,0,0,0,0,1925,1925,0,1,,,"Peay, Austin","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1927,0,0,0,0,1927,1927,1,0,,,"Peay, Austin","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1928,0,1,0,0,1927,1927,0,1,,,"Horton, Henry H.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1929,0,0,0,0,1929,1929,1,0,,,"Horton, Henry H.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1930,0,0,0,0,1929,1929,0,1,,,"Horton, Henry H.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1931,0,0,0,0,1931,1931,1,0,,,"Horton, Henry H.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1932,0,1,0,0,1931,1931,0,1,,,"Horton, Henry H.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1933,0,0,0,0,1933,1933,1,0,,,"McAlister, Hill","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1934,0,0,0,0,1933,1933,0,1,,,"McAlister, Hill","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1935,0,0,0,0,1935,1935,1,0,,,"McAlister, Hill","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1936,0,1,0,0,1935,1935,0,1,,,"McAlister, Hill","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1936,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,42,1937,0,0,0,0,1937,1937,1,0,,,"Browning, Gordon","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1938,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,,,,,0,1
Tennessee,42,1938,0,0,0,0,1937,1937,0,1,,,"Browning, Gordon","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1938,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,1,0,1
Tennessee,42,1939,0,0,0,0,1939,1939,1,0,,,"Cooper, Prentice","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1940,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,2,0,1
Tennessee,42,1940,0,1,0,0,1939,1939,0,1,,,"Cooper, Prentice","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1940,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,3,0,1
Tennessee,42,1941,0,0,0,0,1941,1941,1,0,,,"Cooper, Prentice","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1942,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,4,0,1
Tennessee,42,1942,0,0,0,0,1941,1941,0,1,,,"Cooper, Prentice","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1942,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,5,0,1
Tennessee,42,1943,0,0,0,0,1943,1943,1,0,,,"Cooper, Prentice","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1944,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,6,0,1
Tennessee,42,1944,0,1,0,0,1943,1943,0,1,,,"Cooper, Prentice","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1944,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,7,0,1
Tennessee,42,1945,0,0,0,0,1945,1945,1,0,,,"McCord, James N.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1946,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,8,0,1
Tennessee,42,1946,0,0,0,0,1945,1945,0,1,,,"McCord, James N.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1946,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,9,0,1
Tennessee,42,1947,0,0,0,0,1947,1947,1,0,,,"McCord, James N.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1948,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,10,0,1
Tennessee,42,1948,0,1,0,0,1947,1947,0,1,,,"McCord, James N.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1948,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,11,0,1
Tennessee,42,1949,0,0,0,0,1949,1949,1,0,,,"Browning, Gordon","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1950,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,12,0,1
Tennessee,42,1950,0,0,0,0,1949,1949,0,1,,,"Browning, Gordon","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1950,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,13,0,1
Tennessee,42,1951,0,0,0,0,1951,1951,1,0,,,"Browning, Gordon","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1952,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,14,0,1
Tennessee,42,1952,0,1,0,0,1951,1951,0,1,,,"Browning, Gordon","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1952,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,15,0,1
Tennessee,42,1953,0,0,0,0,1953,1953,1,0,,,"Clement, Frank G.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1954,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,16,0,1
Tennessee,42,1954,0,0,0,0,1953,1953,0,1,,,"Clement, Frank G.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,1,1954,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,0,0,0,,,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,17,0,1
Tennessee,42,1955,0,0,0,0,1955,1955,1,0,,,"Clement, Frank G.","CQ Press. 1998.  Gubernatorial Elections, 1787-1997",,,,,,0,1958,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,,,1,0,0,,,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,18,0,1
Tennessee,42,1956,0,1,0,0,1955,1955,0,1,,,"Clement, Frank G.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1958,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,1,2,,,1,0,0,,0,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,19,0,1
Tennessee,42,1957,0,0,0,0,1957,1957,1,0,,,"Clement, Frank G.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1958,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,,,1,0,1,,0,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,20,0,1
Tennessee,42,1958,0,0,0,0,1957,1957,0,1,,,"Clement, Frank G.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,1,1958,,,,,,,,,,,,,,,,,,,,,,4,0,1,1,1,0,,,1,1,0,,0,,,,,,,,,,1.00,0,,,1,1,0,1,,0,0,,,21,1,1
Tennessee,42,1959,0,0,0,0,1959,1959,1,0,,,"Ellington, Buford","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1962,,,,,,,,,,,,,,,1,,,,0,0,,4,3,1,1,0,3,,,1,0,0,,0,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,22,0,1
Tennessee,42,1960,1,1,0,0,1959,1959,0,1,,,"Ellington, Buford","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1962,,,,,,,,,,,,,,,0,,,,1,0,,4,2,1,1,0,2,,,1,0,0,,0,,,,,,,,,,1.00,0,,,1,1,1,1,,0,0,,,23,0,1
Tennessee,42,1961,1,0,0,0,1961,1961,1,0,1,1,"Ellington, Buford","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1962,,,,,,1,,0,,0,0,,,,0,0,,,2,0,,4,1,1,1,0,1,,,1,0,1,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,,,24,0,1
Tennessee,42,1962,1,0,0,0,1961,1961,0,1,1,1,"Ellington, Buford","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,1,1962,,,,,,0,,0,,0,0,,,,0,0,,,3,1,,4,0,1,1,0,0,,,1,1,0,,0,,,,,,,,0,,1.00,0,,,1,1,0,1,,0,0,,,25,1,1
Tennessee,42,1963,1,0,0,0,1963,1963,1,0,1,1,"Clement, Frank G.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1966,,,,,,1,,0,,1,1,,,,1,0,,,6,3,This assumes Clement oversaw biennial budgets,4,3,1,1,0,3,,,1,0,0,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,0,0,26,0,1
Tennessee,42,1964,1,1,0,0,1963,1963,0,1,1,1,"Clement, Frank G.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1966,,,,,,0,,0,,0,0,,,,0,0,,,7,4,,4,2,1,1,0,2,,,1,0,0,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,,,27,0,1
Tennessee,42,1965,1,0,0,0,1965,1965,1,0,1,1,"Clement, Frank G.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1966,,,,,,1,,0,,0,0,,,,0,0,,,8,4,,4,1,1,1,0,1,,,1,0,1,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,0,0,28,0,1
Tennessee,42,1966,1,0,0,0,1965,1965,0,1,1,1,"Clement, Frank G.","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,1,1966,,,,,,0,,0,,0,0,,,,0,0,,,9,5,,4,0,1,1,0,0,,,1,1,0,,0,,,,,,,,0,,1.00,0,,,1,1,0,1,,0,0,,,29,1,1
Tennessee,42,1967,1,0,0,0,1967,1967,1,0,1,1,"Ellington, Buford","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1970,,,,,,1,,0,,1,1,,,,1,0,,,4,1,,4,3,1,1,0,3,,,1,0,0,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,0,0,30,0,1
Tennessee,42,1968,1,1,0,0,1967,1967,0,1,1,1,"Ellington, Buford","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1970,,,,,,0,,0,,0,0,,,,0,0,,,5,2,,4,2,1,1,0,2,,,1,0,0,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,,,31,0,1
Tennessee,42,1969,1,0,0,0,1969,1969,1,0,1,1,"Ellington, Buford","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1970,,,,,,1,,0,,0,0,,,,0,0,,,6,2,,4,1,1,1,0,1,,,1,0,1,,0,,,,,,,,0,,1.00,0,,,1,1,1,1,,0,0,0,0,32,0,1
Tennessee,42,1970,1,0,0,0,1969,1969,0,1,1,1,"Ellington, Buford","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,1,1970,,,,,,1,,0,,0,0,,,,0,0,,,7,3,,4,0,1,1,0,0,,,1,1,0,,0,,,,,,,,0,,1.00,0,,,1,1,0,1,,0,0,0,0,33,1,1
Tennessee,42,1971,1,0,0,0,1971,1971,1,0,1,1,"Dunn, Winfield","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1974,,,,,,1,,0,,1,0,,,,1,1,,,0,0,,4,3,1,1,0,3,,,1,0,0,,0,,0,"No record in Supplement #1 of the BOS from 1955, and 1959-1969",0,http://bioguide.congress.gov/biosearch/biosearch.asp,,0,0,,0.00,0,,,0,-1,-1,0,,0,1,-1,1,0,0,1
Tennessee,42,1972,1,1,0,0,1971,1971,0,1,1,1,"Dunn, Winfield","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1974,,,,,,1,,0,,0,0,,,,0,0,,,1,1,,4,2,1,1,0,2,,,1,0,0,,0,,0,"No record in Supplement #1 of the BOS from 1955, and 1959-1969",0,http://bioguide.congress.gov/biosearch/biosearch.asp,,0,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-1,0,1
Tennessee,42,1973,1,0,0,0,1973,1973,1,0,1,1,"Dunn, Winfield","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1974,,,,,,1,,0,,0,0,,,,0,0,,,2,2,,4,1,1,1,0,1,,,1,0,1,,0,,0,"No record in Supplement #1 of the BOS from 1955, and 1959-1969",0,http://bioguide.congress.gov/biosearch/biosearch.asp,,0,0,,0.00,0,,,0,-1,-1,0,,0,0,0,0,-2,0,1
Tennessee,42,1974,1,0,0,0,1973,1973,0,1,1,1,"Dunn, Winfield","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,1,1974,,,,,,1,,0,,0,0,,,,0,0,,,3,3,,4,0,1,1,0,0,,,1,1,0,,0,,0,"No record in Supplement #1 of the BOS from 1955, and 1959-1969",0,http://bioguide.congress.gov/biosearch/biosearch.asp,,0,0,,0.00,0,,,0,-1,0,0,,0,0,0,0,-3,-1,1
Tennessee,42,1975,1,0,0,0,1975,1975,1,0,1,1,"Blanton, Ray","Moore, John L., Jon P. Preimesberger, and David R. Tarr, eds. 2001.  Congressional Quarterly's Guid to U.S. Elections.  4th edition.  Washington, DC: CQ Press.",,,,,,0,1978,,,,,,1,,0,,1,0,,,,1,1,,,0,0,,4,3,1,1,0,3,,,1,0,0,,0,,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,1,From my gubernatorial candidates file.  Only inserted info if the candidate was at one time not an incumbent from 1972 and on.  Info would be hidden for candidates that were always incumbents in this time period.,,1,0,,1.00,0,,,1,1,1,1,,0,1,1,1,0,0,1
